,sentiment,time,text,cleaned_text,Lowercase Count,Uppercase Count,Uppercase Words,Uppercase Ratio,Punc Count,num_digits,num_verbs,num_nouns,num_tokens_cleaned,num_tokens_raw,num_words_misspelled,polarity,subjectivity,num_pos_words,num_neg_words
1046,positive,5/6/21,"Love this Sauce. Taste is perfect, I use this Sauce with so many food but mostly with macaroni cheese so Go for it. Best Sauce...!!!",love sauce taste perfect use sauce many food mostly macaroni cheese go best sauce,31,0,,0.0,6,0,3,7,14,32,0,0.9201,0.58,3,0
1353,positive,24/2/21,"I bought this Vita Coco 100% Pure Coconut Water for my husband. He loves it! He tryed all different kind of coconut drinks, but there were with some preservatives and other junks (there were not tasty at all). This one taste great and is healthy!",buy vita coco pure coconut water husband love tryed different kind coconut drink preservative junk tasty one taste great healthy,52,0,,0.0,8,1,4,10,20,53,0,0.9371,0.641667,3,0
1961,negative,22/7/21,This product was very tasteless and boring. I felt like I was eating packaging material..awful awful awful awful!!!!!! Very bland!!!,product tasteless bore felt like eat package material awful awful awful awful bland,30,0,,0.0,10,0,1,6,13,32,1,-0.8885,0.955556,0,0
4555,negative,25/5/21,"I tried the Martha White Turtle Fudge Chocolate Chip Cookie recipe and these are the worst cookies I have ever made. Either there is someone on the staff of Martha White who has a lopsided sense of humor OR their taste buds have taken a permanent vacation. I wasted my time, a lot of money on chocolate and pecans,and my effort.Martha White either needs to tweek this recipe or take it off the website so no other unsuspecting housewife will waste her money and time on these worthless cookies. My husband picked up one on his way through the kitchen and within two seconds he came back in and threw it in the garbage.",tried martha white turtle fudge chocolate chip cookie recipe bad cooky ever make either someone staff martha white lopsided sense humor taste bud take permanent vacation waste time lot money chocolate pecans white either needs tweek recipe take website unsuspecting housewife waste money time worthless cooky husband pick one way kitchen within two second come back threw garbage,117,1,OR,0.008264,6,2,7,31,58,121,2,-0.872,0.174074,0,1
2765,positive,11/6/21,"This product is good for any dish, I like to just cut it out and eat like snack but remember to go with nice wine or else it will be taste funny in your mouth.  It also good for cooking with lettuce, boil or pan fried the lettuce first then add on this product and make a oyster sauce topping, it will be delicious.",product good dish like cut eat like snack remember go nice wine else taste funny mouth also good cooking lettuce boil pan fry lettuce first add product make oyster sauce top delicious,68,0,,0.0,5,0,2,18,32,69,0,0.9578,0.719048,1,0
1105,positive,8/9/20,"These are the best quick-boil udons I've ever had. The noodles are<br />just right and the soup is pretty good. You can also skip the soup<br />base and add your own stuff. I like adding tofu and tempura fish balls with my udon. If you're fortunate enough to have a 99 Ranch Market or Nijiya Market nearby, save yourself some money and buy the udon there since they're sold for only 79 cents a pack.",best udons ever noodles right soup pretty good also skip soup base add stuff like add tofu tempura fish ball udon fortunate enough ranch market nijiya market nearby save money buy udon since sell cent pack,90,0,,0.0,12,0,3,14,36,92,8,0.9578,0.662245,1,0
2127,positive,8/8/21,"Taste fantastic!  Somewhat hot if you consume a lot of it at once, but nothing to be fearful of.  It's the perfect hand-made taste hot sauce to replace your over-the-counter Cholula/Tapatio for all of you meal choices.",taste fantastic somewhat hot consume lot nothing fearful perfect taste hot sauce replace meal choice,42,0,,0.0,4,0,1,7,15,42,2,0.499,0.92,2,0
1252,positive,7/7/21,"It tastes great, dissolves just fine, and provides the jolt I need to start my day.",taste great dissolve fine provide jolt need start day,18,0,,0.0,3,0,2,5,9,19,0,0.7096,0.625,1,0
1461,negative,16/1/18,I had expected the peach tea to taste like peach and it does not.  Very disappointed.,expect peach tea taste like peach disappoint,17,0,,0.0,2,0,1,4,7,18,0,-0.0516,0.0,0,0
4948,negative,9/3/18,"Instead of a black graduation cap, a top hat was sent instead.  Not great for a graduation gift!  Also, I think any buyer should be aware that by ""Godiva 4 Pack"", they mean ""4 pieces of candy""!  Very confusing description especially when you consider that the picture shows at least 5 pieces of candy! Definitely not worth the price!!",instead black graduation cap top hat send instead great graduation gift also think buyer aware godiva pack mean piece candy confuse description especially consider picture show least piece candy definitely worth price,71,0,,0.0,9,0,3,15,32,72,1,0.8885,0.515104,1,0
4637,negative,30/7/21,I'm a little shocked that this so-called health food product is made from Chinese grown ingredients.  I'd be curious to see what the carbon footprint of each bite is.  Also keep in mind that Chinese ingredients and products have been found to have all kinds of contaminants such as lead in toys and melamine in milk and other exported food products. All the ingredients in this snack are widely available in the United States.  Why not support products and companies who source locally and consider our own economy before we sell out for a slightly cheaper price?  Your purchasing choice does make a difference.  Let's stop expecting corporations and governments to take care of our safety and economy.  They never will.  We can change the way these companies do business for the benefit of our long term health and economical well-being. Make purchase decisions wisely.,little shock health food product make chinese grown ingredient would curious see carbon footprint bite also keep mind chinese ingredient product find kind contaminant lead toys melamine milk export food product ingredient snack widely available united state support product company source locally consider economy sell slightly cheap price purchase choice make difference let us stop expect corporation government take care safety economy never change way company business benefit long term health economical make purchase decision wisely,156,0,,0.0,10,0,12,42,76,158,4,0.9552,0.518182,1,0
4025,positive,6/8/21,"I bought this for cooking; from whipping egg whites to making my own baking powder, this cream of tartar is great.  I put some in a small jar in my cupboard for everyday use, the remainder I keep sealed tightly in the freezer.  It will last quite a long time, and buying it this way is exponentially less expensive than buying the small, over-priced jars in the grocery market.",buy cook whip egg white make bake powder cream tartar great put small jar cupboard everyday use remainder keep seal tightly freezer last quite long time buy way exponentially less expensive buying small jar grocery market,74,0,,0.0,8,0,6,18,36,77,0,0.6249,0.366905,1,0
3233,positive,22/7/19,"I grew up eating Red Vines and I liked them very much, but it's been ages and ages since I've eaten licorice. I don't why, I do eat candy on occasion, but licorice I just stopped eating, until last week when I tried these. They do kind of remind me of Red Vines. The flavor is different, of course, then I remember. These are pomegranate flavored, but it's been ages and ages plus years since I've eaten a pomegranate, so I can't swear that they've gotten the flavor right, but that being said, these are very tasty.",grow eat red vine like much age age since eaten licorice eat candy occasion licorice stop eat last week try kind remind red vine flavor different course remember pomegranate flavor age age plus year since eaten pomegranate swear gotten flavor right say tasty,109,0,,0.0,15,0,3,24,43,119,3,0.5423,0.328912,1,0
2250,positive,15/8/21,"My daughter started eating these while she was 8month and loved them. They melt really fast in your mouth and they taste very good. Its not sweet but its not tasteless, it has a very creamy/milk texture to it.",daughter start eat love melt really fast mouth taste good sweet tasteless texture,43,0,,0.0,4,0,1,7,13,43,2,0.8779,0.67,1,0
5128,negative,1/6/21,"Both of my cats (age 11) threw up for an extended period after eating just 3 of these. Into the trash they go (not the cats, the treats). Not sure what they were reacting to but thought it would be good to let other cat parents know the risk.",cat age throw extended period eat trash go cat treat sure react thought would good let cat parent know risk,57,0,,0.0,8,0,5,9,20,57,0,0.7003,0.744444,0,0
2568,positive,15/7/21,I'm constantly using the glaze on everything and I really do like the taste and consistency. I was trying to find a replacement for the glaze Williams and Sonoma sells and this happened to be very close and for a better price.,constantly use glaze everything really like taste consistency try find replacement glaze williams sonoma sell happen close good price,42,0,,0.0,2,0,5,6,19,45,2,0.6901,0.377778,0,0
